Date,Short Volume,Total Volume,Percent,Ticker
2020-09-30,21339,122825,17%,ADMS
2020-09-29,44211,222496,20%,ADMS
2020-09-28,29283,90940,32%,ADMS
2020-09-25,25450,67303,38%,ADMS
2020-09-24,124923,251052,50%,ADMS
2020-09-23,294484,442322,67%,ADMS
2020-09-22,11742,33328,35%,ADMS
2020-09-21,16242,48585,33%,ADMS
2020-10-02,181870,515996,35%,ADNT
2020-10-01,212040,2296687,9%,ADNT
2020-09-30,68648,206841,33%,ADNT
2020-09-29,88980,241672,37%,ADNT
2020-09-28,129183,502185,26%,ADNT
2020-09-25,137948,282378,49%,ADNT
2020-09-24,170483,419061,41%,ADNT
2020-09-23,288738,404907,71%,ADNT
2020-09-22,135013,253384,53%,ADNT
2020-09-21,381554,551610,69%,ADNT
2020-10-02,420934,895325,47%,ADP
2020-10-01,330684,623619,53%,ADP
2020-09-30,437296,835402,52%,ADP
2020-09-29,409687,732625,56%,ADP
2020-09-28,325358,858764,38%,ADP
2020-09-25,384261,753115,51%,ADP
2020-09-24,331575,645288,51%,ADP
2020-09-23,230054,478338,48%,ADP
2020-09-22,171661,400217,43%,ADP
2020-09-21,376582,749360,50%,ADP
2020-10-02,102125,222756,46%,ADPT
2020-10-01,173598,474031,37%,ADPT
2020-09-30,176559,348792,51%,ADPT
2020-09-29,321789,668911,48%,ADPT
2020-09-28,185975,317994,58%,ADPT
2020-09-25,290064,529011,55%,ADPT
2020-09-24,465891,785686,59%,ADPT
2020-09-23,318426,659733,48%,ADPT
2020-09-22,206020,350362,59%,ADPT
2020-09-21,229451,313671,73%,ADPT
2020-10-02,153819,469162,33%,ADRO
2020-10-01,531527,1948771,27%,ADRO
2020-09-30,102405,192048,53%,ADRO
2020-09-29,73143,95983,76%,ADRO
2020-09-28,70413,127589,55%,ADRO
2020-09-25,36457,81302,45%,ADRO
2020-09-24,79284,125057,63%,ADRO
2020-09-23,117604,172481,68%,ADRO
2020-09-22,53409,93187,57%,ADRO
2020-09-21,92774,137429,68%,ADRO
2020-10-02,196884,499518,39%,ADS
2020-10-01,114771,559627,21%,ADS
2020-09-30,127796,379550,34%,ADS
2020-09-29,150850,351368,43%,ADS
2020-09-28,108459,324662,33%,ADS
2020-09-25,199471,516990,39%,ADS
2020-09-24,385928,685500,56%,ADS
2020-09-23,226397,417492,54%,ADS
2020-09-22,256086,432971,59%,ADS
2020-09-21,316698,510695,62%,ADS
2020-10-02,231200,481857,48%,ADSK
2020-10-01,206969,589619,35%,ADSK
2020-09-30,207244,490676,42%,ADSK
2020-09-29,203349,450918,45%,ADSK
2020-09-28,188501,343434,55%,ADSK
2020-09-25,153073,354055,43%,ADSK
2020-09-24,215817,476678,45%,ADSK
2020-09-23,120503,234175,51%,ADSK
2020-09-22,121299,308616,39%,ADSK
2020-09-21,211912,423627,50%,ADSK
2020-10-02,117718,313668,38%,ADSW
2020-10-01,122053,286756,43%,ADSW
2020-09-30,215679,391260,55%,ADSW
2020-09-29,172261,287416,60%,ADSW
2020-09-28,91476,142196,64%,ADSW
2020-09-25,97245,146554,66%,ADSW
2020-09-24,307816,753900,41%,ADSW
2020-09-23,164183,391919,42%,ADSW
2020-09-22,77388,211737,37%,ADSW
2020-09-21,116696,168611,69%,ADSW
2020-10-02,470821,1126834,42%,ADT
2020-10-01,1282348,2230615,57%,ADT
2020-09-30,1926873,3057345,63%,ADT
2020-09-29,569831,1353225,42%,ADT
2020-09-28,468557,2006682,23%,ADT
2020-09-25,815181,2345403,35%,ADT
2020-09-24,1284922,2826383,45%,ADT
2020-09-23,999202,2009541,50%,ADT
2020-09-22,650250,1381495,47%,ADT
2020-09-21,1649864,3214405,51%,ADT
2020-10-02,21323,59836,36%,ADTN
2020-10-01,27848,44408,63%,ADTN
2020-09-30,24363,54000,45%,ADTN
2020-09-29,18153,37966,48%,ADTN
2020-09-28,25901,53643,48%,ADTN
2020-09-25,19814,45645,43%,ADTN
2020-09-24,35389,68829,51%,ADTN
2020-09-23,49116,89465,55%,ADTN
2020-09-22,25548,45291,56%,ADTN
2020-09-21,26557,67179,40%,ADTN
2020-10-02,12108,21140,57%,ADUS
2020-10-01,21588,39187,55%,ADUS
2020-09-30,8274,16028,52%,ADUS
2020-09-29,13949,23157,60%,ADUS
2020-09-28,13159,20253,65%,ADUS
2020-09-25,21264,32412,66%,ADUS
2020-09-24,25551,41555,61%,ADUS
2020-09-23,27131,44611,61%,ADUS
2020-09-22,23371,39099,60%,ADUS
2020-09-21,27105,48304,56%,ADUS
2020-10-02,166196,319186,52%,ADVM
2020-10-01,183669,437647,42%,ADVM
2020-09-30,143799,280792,51%,ADVM
2020-09-29,88158,252756,35%,ADVM
2020-09-28,138571,287642,48%,ADVM
2020-09-25,197158,425467,46%,ADVM
2020-09-24,373296,668752,56%,ADVM
2020-09-23,260990,379418,69%,ADVM
2020-09-22,175767,311452,56%,ADVM
2020-09-21,207092,412717,50%,ADVM
2020-10-02,49031,121237,40%,ADX
2020-10-01,105822,197285,54%,ADX
2020-09-30,59039,120273,49%,ADX
2020-09-29,63170,92783,68%,ADX
2020-09-28,86740,184450,47%,ADX
2020-09-25,63057,100731,63%,ADX
2020-09-24,83625,157932,53%,ADX
2020-09-23,90501,163152,55%,ADX
2020-09-22,123511,236007,52%,ADX
2020-09-21,113920,166680,68%,ADX
2020-10-02,628,1744,36%,AE
2020-10-01,1178,3761,31%,AE
2020-09-30,466,3754,12%,AE
2020-09-29,104,1507,7%,AE
2020-09-28,2626,14371,18%,AE
2020-09-25,2103,4436,47%,AE
2020-09-24,4271,4992,86%,AE
2020-09-23,1660,2353,71%,AE
2020-09-22,299,2038,15%,AE
2020-09-21,5102,12082,42%,AE
2020-10-02,146606,319057,46%,AEE
2020-10-01,164798,231837,71%,AEE
2020-09-30,264550,431886,61%,AEE
2020-09-29,186332,284112,66%,AEE
2020-09-28,131789,243796,54%,AEE
2020-09-25,136849,243391,56%,AEE
2020-09-24,136499,241020,57%,AEE
2020-09-23,121027,354988,34%,AEE
2020-09-22,151705,303561,50%,AEE
2020-09-21,204375,520085,39%,AEE
2020-10-02,6352,23539,27%,AEF
2020-10-01,16425,35642,46%,AEF
2020-09-30,6613,18752,35%,AEF
2020-09-29,11404,36510,31%,AEF
2020-09-28,40763,66843,61%,AEF
2020-09-25,4887,12440,39%,AEF
2020-09-24,3783,16076,24%,AEF
2020-09-23,9747,18830,52%,AEF
2020-09-22,5057,11283,45%,AEF
2020-09-21,6302,36173,17%,AEF
2020-10-02,898512,1463023,61%,AEG
2020-10-01,603810,944770,64%,AEG
2020-09-30,556722,893984,62%,AEG
2020-09-29,1009662,1485441,68%,AEG
2020-09-28,541863,994242,55%,AEG
2020-09-25,868301,1372508,63%,AEG
2020-09-24,813282,1446917,56%,AEG
2020-09-23,597259,1058092,56%,AEG
2020-09-22,922546,1462019,63%,AEG
2020-09-21,1244810,1835579,68%,AEG
2020-10-02,8766,13332,66%,AEGN
2020-10-01,14683,32209,46%,AEGN
2020-09-30,45584,64667,70%,AEGN
2020-09-29,14355,48910,29%,AEGN
2020-09-28,10843,24212,45%,AEGN
2020-09-25,7537,21746,35%,AEGN
2020-09-24,13379,60595,22%,AEGN
2020-09-23,18691,29663,63%,AEGN
2020-09-22,12601,18306,69%,AEGN
2020-09-21,19808,47510,42%,AEGN
2020-10-02,31821,68821,46%,AEIS
2020-10-01,59617,102532,58%,AEIS
2020-09-30,59332,118189,50%,AEIS
2020-09-29,55640,88791,63%,AEIS
2020-09-28,58500,86136,68%,AEIS
2020-09-25,33855,61013,55%,AEIS
2020-09-24,44420,94863,47%,AEIS
2020-09-23,47258,144013,33%,AEIS
2020-09-22,40415,65305,62%,AEIS
2020-09-21,50564,98482,51%,AEIS
2020-10-02,515071,1398453,37%,AEL
2020-10-01,2324452,4550899,51%,AEL
2020-09-30,96778,131304,74%,AEL
2020-09-29,171694,218194,79%,AEL
2020-09-28,76072,167633,45%,AEL
2020-09-25,56756,129495,44%,AEL
2020-09-24,48354,104938,46%,AEL
2020-09-23,38945,85196,46%,AEL
2020-09-22,57777,196593,29%,AEL
2020-09-21,96860,227558,43%,AEL
2020-10-02,264221,466491,57%,AEM
2020-10-01,373233,582423,64%,AEM
2020-09-30,334470,715529,47%,AEM
2020-09-29,434647,659147,66%,AEM
2020-09-28,273567,566418,48%,AEM
2020-09-25,480157,683140,70%,AEM
2020-09-24,664146,1182435,56%,AEM
2020-09-23,681220,1344861,51%,AEM
2020-09-22,299237,620394,48%,AEM
2020-09-21,527812,1155216,46%,AEM
2020-10-02,1977159,2978236,66%,AEO
2020-10-01,2194647,3275278,67%,AEO
2020-09-30,4061034,5418602,75%,AEO
2020-09-29,1579872,2487981,64%,AEO
2020-09-28,1297765,2351156,55%,AEO
2020-09-25,1628735,2129089,76%,AEO
2020-09-24,1869684,2856603,65%,AEO
2020-09-23,1483225,2404774,62%,AEO
2020-09-22,1382961,2852994,48%,AEO
2020-09-21,1875145,2556268,73%,AEO
2020-10-02,1569316,2203989,71%,AEP
2020-10-01,281744,740436,38%,AEP
2020-09-30,339319,655116,52%,AEP
2020-09-29,246053,686372,36%,AEP
2020-09-28,186746,658204,28%,AEP
2020-09-25,560173,1016454,55%,AEP
2020-09-24,749375,1115229,67%,AEP
2020-09-23,585881,1349715,43%,AEP
2020-09-22,413301,650852,64%,AEP
2020-09-21,686466,1113325,62%,AEP
2020-10-02,283481,1070341,26%,AER
2020-10-01,260226,1362981,19%,AER
2020-09-30,167596,504701,33%,AER
2020-09-29,170235,448423,38%,AER
2020-09-28,463191,760827,61%,AER
2020-09-25,217961,684913,32%,AER
2020-09-24,267693,735496,36%,AER
2020-09-23,481988,1033071,47%,AER
2020-09-22,287155,768933,37%,AER
2020-09-21,595691,1437844,41%,AER
2020-10-02,99456,174133,57%,AERI
2020-10-01,89204,142580,63%,AERI
2020-09-30,87198,153685,57%,AERI
2020-09-29,175516,246892,71%,AERI
2020-09-28,163864,205632,80%,AERI
2020-09-25,239064,280110,85%,AERI
2020-09-24,149466,266191,56%,AERI
2020-09-23,187046,296434,63%,AERI
2020-09-22,141022,307696,46%,AERI
2020-09-21,91312,141784,64%,AERI
2020-10-02,1975715,3203116,62%,AES
2020-10-01,1159475,2168884,53%,AES
2020-09-30,850211,2454351,35%,AES
2020-09-29,536869,1765884,30%,AES
2020-09-28,591950,1836292,32%,AES
2020-09-25,481608,1259041,38%,AES
2020-09-24,1735171,3326491,52%,AES
2020-09-23,732258,2251885,33%,AES
2020-09-22,824359,1640022,50%,AES
2020-09-21,901882,1601078,56%,AES
2020-10-02,20003,45446,44%,AEYE
2020-10-01,42992,66374,65%,AEYE
2020-09-30,30434,54149,56%,AEYE
2020-09-29,31445,81918,38%,AEYE
2020-09-28,14823,28483,52%,AEYE
2020-09-25,26532,56284,47%,AEYE
2020-09-24,21199,38378,55%,AEYE
2020-09-23,58956,96238,61%,AEYE
2020-09-22,91353,164416,56%,AEYE
2020-09-21,26836,49577,54%,AEYE
2020-10-02,1,13816,0%,AFB
2020-10-01,17781,38974,46%,AFB
2020-09-30,9870,23727,42%,AFB
2020-09-29,10957,19206,57%,AFB
2020-09-28,23513,37830,62%,AFB
2020-09-25,13652,27951,49%,AFB
2020-09-24,12330,35094,35%,AFB
2020-09-23,22501,35663,63%,AFB
2020-09-22,7693,23174,33%,AFB
2020-09-21,42773,51386,83%,AFB
2020-10-02,62689,145356,43%,AFG
2020-10-01,106538,252810,42%,AFG
2020-09-30,54526,107527,51%,AFG
2020-09-29,80852,136400,59%,AFG
2020-09-28,59897,160706,37%,AFG
2020-09-25,57218,105250,54%,AFG
2020-09-24,88901,179143,50%,AFG
2020-09-23,63153,112198,56%,AFG
2020-09-22,91253,177579,51%,AFG
2020-09-21,87036,154045,57%,AFG
2020-10-02,73255,147104,50%,AFI
2020-10-01,133846,246016,54%,AFI
2020-09-30,81915,138008,59%,AFI
2020-09-29,41439,94727,44%,AFI
2020-09-28,37505,93698,40%,AFI
2020-09-25,47302,94202,50%,AFI
2020-09-24,78665,140732,56%,AFI
2020-09-23,84902,212035,40%,AFI
2020-09-22,45813,92316,50%,AFI
2020-09-21,87838,177381,50%,AFI
2020-10-02,35476,81913,43%,AFIB
2020-10-01,52410,102900,51%,AFIB
2020-09-30,37021,60313,61%,AFIB
2020-09-29,43678,61098,71%,AFIB
2020-09-28,17693,29115,61%,AFIB
2020-09-25,24674,54426,45%,AFIB
2020-09-24,49550,94292,53%,AFIB
2020-09-23,39092,58205,67%,AFIB
2020-09-22,43259,66150,65%,AFIB
2020-09-21,40461,76208,53%,AFIB
2020-10-02,77980,282963,28%,AFIN
2020-10-01,55908,148783,38%,AFIN
2020-09-30,114139,192586,59%,AFIN
2020-09-29,95610,141970,67%,AFIN
2020-09-28,98302,165900,59%,AFIN
2020-09-25,102548,176667,58%,AFIN
2020-09-24,135317,281387,48%,AFIN
2020-09-23,161339,262336,62%,AFIN
2020-09-22,150464,239135,63%,AFIN
2020-09-21,269977,423229,64%,AFIN
2020-10-02,568553,1133098,50%,AFL
2020-10-01,532899,800788,67%,AFL
2020-09-30,752261,1141861,66%,AFL
2020-09-29,546314,982348,56%,AFL
2020-09-28,477742,782376,61%,AFL
2020-09-25,466681,899826,52%,AFL
2020-09-24,577912,913051,63%,AFL
2020-09-23,567938,880048,65%,AFL
2020-09-22,540898,1051781,51%,AFL
2020-09-21,978916,1636069,60%,AFL
2020-10-02,168477,308385,55%,AFMD
2020-10-01,67553,136433,50%,AFMD
2020-09-30,80354,206479,39%,AFMD
2020-09-29,146932,259490,57%,AFMD
2020-09-28,89121,172743,52%,AFMD
2020-09-25,211194,335717,63%,AFMD
2020-09-24,181198,305734,59%,AFMD
2020-09-23,389506,610970,64%,AFMD
2020-09-22,201384,468302,43%,AFMD
2020-09-21,249761,455480,55%,AFMD
2020-10-02,4303,16567,26%,AFT
2020-10-01,17182,40847,42%,AFT
2020-09-30,12355,59369,21%,AFT
2020-09-29,29709,42081,71%,AFT
2020-09-28,6065,54985,11%,AFT
2020-09-25,14834,23677,63%,AFT
2020-09-24,15440,33790,46%,AFT
2020-09-23,9203,22727,40%,AFT
2020-09-22,11789,27797,42%,AFT
2020-09-21,9057,28201,32%,AFT
2020-10-02,17933,93176,19%,AFYA
2020-10-01,16752,30151,56%,AFYA
2020-09-30,28140,112441,25%,AFYA
2020-09-29,29820,119802,25%,AFYA
2020-09-28,83775,145948,57%,AFYA
2020-09-25,20172,36207,56%,AFYA
2020-09-24,55891,108577,51%,AFYA
2020-09-23,32473,151012,22%,AFYA
2020-09-22,79468,131252,61%,AFYA
2020-09-21,29040,63298,46%,AFYA
2020-10-02,1667520,2862916,58%,AG
2020-10-01,1572239,2322580,68%,AG
2020-09-30,1722272,2791254,62%,AG
2020-09-29,2928131,4657153,63%,AG
2020-09-28,3105375,4596856,68%,AG
2020-09-25,4689536,7048038,67%,AG
2020-09-24,2804602,4768218,59%,AG
2020-09-23,2922951,6222401,47%,AG
2020-09-22,1330591,3333679,40%,AG
2020-09-21,2822693,6259978,45%,AG
2020-10-02,53395,136827,39%,AGCO
2020-10-01,129973,346042,38%,AGCO
2020-09-30,148677,324761,46%,AGCO
2020-09-29,56259,104409,54%,AGCO
2020-09-28,56584,119790,47%,AGCO
2020-09-25,77538,207211,37%,AGCO
2020-09-24,41569,120397,35%,AGCO
2020-09-23,63749,142913,45%,AGCO
2020-09-22,42679,105045,41%,AGCO
2020-09-21,104979,217601,48%,AGCO
2020-10-02,6331,25658,25%,AGD
2020-10-01,15560,45617,34%,AGD
2020-09-30,19429,46889,41%,AGD
2020-09-29,6512,28618,23%,AGD
2020-09-28,10651,36733,29%,AGD
2020-09-25,5748,24161,24%,AGD
2020-09-24,5911,18572,32%,AGD
2020-09-23,2232,8798,25%,AGD
2020-09-22,3756,23446,16%,AGD
2020-09-21,9609,32786,29%,AGD
2020-10-02,493532,841318,59%,AGEN
2020-10-01,314455,518250,61%,AGEN
2020-09-30,355255,686699,52%,AGEN
2020-09-29,309824,778035,40%,AGEN
2020-09-28,359569,611630,59%,AGEN
2020-09-25,545572,1102611,49%,AGEN
2020-09-24,589642,1645480,36%,AGEN
2020-09-23,620668,1436390,43%,AGEN
2020-09-22,1280772,2671039,48%,AGEN
2020-09-21,1321065,2139535,62%,AGEN
2020-10-02,5064,15628,32%,AGFS
2020-10-01,14248,31207,46%,AGFS
2020-09-30,3408,10520,32%,AGFS
2020-09-29,6757,18992,36%,AGFS
2020-09-28,8237,14547,57%,AGFS
2020-09-25,8233,15640,53%,AGFS
2020-09-24,11503,27249,42%,AGFS
2020-09-23,13995,20710,68%,AGFS
2020-09-22,9368,18716,50%,AGFS
2020-09-21,15100,43053,35%,AGFS
2020-10-02,219215,567126,39%,AGI
2020-10-01,291111,668349,44%,AGI
2020-09-30,368253,987167,37%,AGI
2020-09-29,691684,1234009,56%,AGI
2020-09-28,345384,760857,45%,AGI
2020-09-25,438546,857266,51%,AGI
2020-09-24,859238,1715942,50%,AGI
2020-09-23,1291119,2331201,55%,AGI
2020-09-22,348259,765328,46%,AGI
2020-09-21,736096,1879597,39%,AGI
2020-10-02,184582,298741,62%,AGIO
2020-10-01,175526,314851,56%,AGIO
2020-09-30,137265,399782,34%,AGIO
2020-09-29,155559,254924,61%,AGIO
2020-09-28,113272,206575,55%,AGIO
2020-09-25,161380,376648,43%,AGIO
2020-09-24,85186,273849,31%,AGIO
2020-09-23,167937,322635,52%,AGIO
2020-09-22,52662,118707,44%,AGIO
2020-09-21,102431,171634,60%,AGIO
2020-10-02,102588,188290,54%,AGLE
2020-10-01,153816,1636133,9%,AGLE
2020-09-30,61887,105002,59%,AGLE
2020-09-29,37092,69223,54%,AGLE
2020-09-28,32794,46606,70%,AGLE
2020-09-25,49463,73277,68%,AGLE
2020-09-24,31271,51308,61%,AGLE
2020-09-23,47186,76521,62%,AGLE
2020-09-22,46745,68066,69%,AGLE
2020-09-21,48940,78981,62%,AGLE
2020-10-02,9602,16763,57%,AGM
2020-10-01,11012,22910,48%,AGM
2020-09-30,8588,17692,49%,AGM
2020-09-29,9753,20015,49%,AGM
2020-09-28,13849,25819,54%,AGM
2020-09-25,11986,28632,42%,AGM
2020-09-24,13153,23473,56%,AGM
2020-09-23,11637,24666,47%,AGM
2020-09-22,14605,24827,59%,AGM
2020-09-21,28935,38717,75%,AGM
2020-10-02,1029,1237,83%,AGMH
2020-10-01,882,1958,45%,AGMH
2020-09-30,701,1453,48%,AGMH
2020-09-29,859,1553,55%,AGMH
2020-09-28,1313,2527,52%,AGMH
2020-09-25,215,284,76%,AGMH
2020-09-24,706,1016,69%,AGMH
2020-09-23,1424,1714,83%,AGMH
2020-09-22,1770,2755,64%,AGMH
2020-09-21,1904,1922,99%,AGMH
2020-10-02,1413832,3243144,44%,AGNC
2020-10-01,1752391,3554150,49%,AGNC
2020-09-30,1834735,3704180,50%,AGNC
2020-09-29,1931386,3602911,54%,AGNC
2020-09-28,1833621,3808720,48%,AGNC
2020-09-25,1607739,3573857,45%,AGNC
2020-09-24,3446432,6222619,55%,AGNC
2020-09-23,2055990,3450623,60%,AGNC
2020-09-22,1167228,2689176,43%,AGNC
2020-09-21,1963679,3633519,54%,AGNC
2020-10-02,1468484,2454213,60%,AGO
2020-10-01,136523,260395,52%,AGO
2020-09-30,195742,404503,48%,AGO
2020-09-29,199865,400405,50%,AGO
2020-09-28,175044,272091,64%,AGO
2020-09-25,118920,211227,56%,AGO
2020-09-24,173496,283316,61%,AGO
2020-09-23,131283,216175,61%,AGO
2020-09-22,182985,383321,48%,AGO
2020-09-21,165925,289072,57%,AGO
2020-10-02,161386,246586,65%,AGR
2020-10-01,141837,227597,62%,AGR
2020-09-30,150380,389746,39%,AGR
2020-09-29,108070,164148,66%,AGR
2020-09-28,105492,152255,69%,AGR
2020-09-25,94447,140752,67%,AGR
2020-09-24,60387,124850,48%,AGR
2020-09-23,61060,114409,53%,AGR
2020-09-22,105307,132121,80%,AGR
2020-09-21,84676,164677,51%,AGR
2020-10-02,14234,60506,24%,AGRO
2020-10-01,37889,91799,41%,AGRO
2020-09-30,35732,62508,57%,AGRO
2020-09-29,71217,225214,32%,AGRO
2020-09-28,25028,78164,32%,AGRO
2020-09-25,42667,84050,51%,AGRO
2020-09-24,48743,72438,67%,AGRO
2020-09-23,84577,208489,41%,AGRO
2020-09-22,15029,84795,18%,AGRO
2020-09-21,47003,213601,22%,AGRO
2020-10-02,127586,338432,38%,AGRX
2020-10-01,155595,440270,35%,AGRX
2020-09-30,284225,603446,47%,AGRX
2020-09-29,488419,1086509,45%,AGRX
2020-09-28,571788,1063033,54%,AGRX
2020-09-25,320179,591840,54%,AGRX
2020-09-24,342739,1261698,27%,AGRX
2020-09-23,464179,983240,47%,AGRX
2020-09-22,826889,1642068,50%,AGRX
2020-09-21,913366,1931888,47%,AGRX
2020-10-02,36574,152290,24%,AGS
2020-10-01,56311,124727,45%,AGS
2020-09-30,173618,355263,49%,AGS
2020-09-29,154122,409558,38%,AGS
2020-09-28,172088,709631,24%,AGS
2020-09-25,111063,218373,51%,AGS
2020-09-24,324135,507849,64%,AGS
2020-09-23,109372,224861,49%,AGS
2020-09-22,49910,142088,35%,AGS
2020-09-21,89218,207616,43%,AGS
2020-10-02,71731,100568,71%,AGTC
2020-10-01,73664,257685,29%,AGTC
2020-09-30,48239,74954,64%,AGTC
2020-09-29,41882,80741,52%,AGTC
2020-09-28,24918,47331,53%,AGTC
2020-09-25,45378,68862,66%,AGTC
2020-09-24,61548,102675,60%,AGTC
2020-09-23,44083,70495,63%,AGTC
2020-09-22,22187,75105,30%,AGTC
2020-09-21,57795,94288,61%,AGTC
2020-10-02,60854,65826,92%,AGX
2020-10-01,10832,24373,44%,AGX
2020-09-30,13907,24394,57%,AGX
2020-09-29,8656,20308,43%,AGX
2020-09-28,10709,28090,38%,AGX
2020-09-25,7084,39940,18%,AGX
2020-09-24,16155,35613,45%,AGX
2020-09-23,21686,43348,50%,AGX
2020-09-22,10760,26076,41%,AGX
2020-09-21,22989,29838,77%,AGX
2020-10-02,5381,18705,29%,AGYS
2020-10-01,14882,32537,46%,AGYS
2020-09-30,11896,36066,33%,AGYS
2020-09-29,8988,37693,24%,AGYS
2020-09-28,5717,20934,27%,AGYS
2020-09-25,7434,25150,30%,AGYS
2020-09-24,12230,27291,45%,AGYS
2020-09-23,17260,32914,52%,AGYS
2020-09-22,14558,19307,75%,AGYS
2020-09-21,21369,33198,64%,AGYS
2020-10-02,139450,186667,75%,AHCO
2020-10-01,129456,261433,50%,AHCO
2020-09-30,59339,206064,29%,AHCO
2020-09-29,58793,768673,8%,AHCO
2020-09-28,50199,97768,51%,AHCO
2020-09-25,34504,69257,50%,AHCO
2020-09-24,26433,95628,28%,AHCO
2020-09-23,110777,195986,57%,AHCO
2020-09-22,94731,239026,40%,AHCO
2020-09-21,68647,121684,56%,AHCO
2020-10-02,23311,53764,43%,AHH
2020-10-01,47835,80492,59%,AHH
2020-09-30,39264,140284,28%,AHH
2020-09-29,40961,99413,41%,AHH
2020-09-28,22556,74644,30%,AHH
2020-09-25,33831,87460,39%,AHH
2020-09-24,44200,73993,60%,AHH
2020-09-23,78955,133108,59%,AHH
2020-09-22,31554,63565,50%,AHH
2020-09-21,65530,110758,59%,AHH
2020-10-02,37686,64800,58%,AI
2020-10-01,42040,76768,55%,AI
2020-09-30,36093,81601,44%,AI
2020-09-29,41673,108238,39%,AI
2020-09-28,46217,193734,24%,AI
2020-09-25,39042,95332,41%,AI
2020-09-24,148727,242530,61%,AI
2020-09-23,66960,128490,52%,AI
2020-09-22,87424,137238,64%,AI
2020-09-21,79246,130608,61%,AI
2020-10-02,10946,16980,64%,AIF
2020-10-01,20230,38356,53%,AIF
2020-09-30,9471,49841,19%,AIF
2020-09-29,9326,36037,26%,AIF
2020-09-28,4940,24311,20%,AIF
2020-09-25,5510,25398,22%,AIF
2020-09-24,12475,39595,32%,AIF
2020-09-23,7497,20355,37%,AIF
2020-09-22,6243,25837,24%,AIF
2020-09-21,36117,56225,64%,AIF
2020-10-02,991558,1973102,50%,AIG
2020-10-01,1422214,2615397,54%,AIG
2020-09-30,980842,2062850,48%,AIG
2020-09-29,862264,1820236,47%,AIG
2020-09-28,1089944,3295350,33%,AIG
2020-09-25,900899,2026424,44%,AIG
2020-09-24,991990,2635057,38%,AIG
2020-09-23,1848213,3292597,56%,AIG
2020-09-22,2050379,3486874,59%,AIG
2020-09-21,2104935,4746270,44%,AIG
2020-10-02,7725,34670,22%,AIH
2020-10-01,6443,18167,35%,AIH
2020-09-30,8031,20736,39%,AIH
2020-09-29,4099,12642,32%,AIH
2020-09-28,6052,15163,40%,AIH
2020-09-25,3262,12841,25%,AIH
2020-09-24,5228,17907,29%,AIH
2020-09-23,12212,24357,50%,AIH
2020-09-22,2731,15709,17%,AIH
2020-09-21,1462,12153,12%,AIH
2020-10-02,342202,717278,48%,AIM
2020-10-01,180999,366108,49%,AIM
2020-09-30,160517,356828,45%,AIM
2020-09-29,274243,599513,46%,AIM
2020-09-28,374718,767970,49%,AIM
2020-09-25,419574,1191367,35%,AIM
2020-09-24,814372,1946307,42%,AIM
2020-09-23,1650824,3738793,44%,AIM
2020-09-22,22268159,38430831,58%,AIM
2020-09-21,301949,591868,51%,AIM
2020-10-02,34210,64965,53%,AIMC
2020-10-01,39379,103702,38%,AIMC
2020-09-30,32894,76619,43%,AIMC
2020-09-29,31432,55866,56%,AIMC
2020-09-28,13128,97297,13%,AIMC
2020-09-25,26647,100448,27%,AIMC
2020-09-24,30586,62027,49%,AIMC
2020-09-23,65699,86503,76%,AIMC
2020-09-22,62294,177389,35%,AIMC
2020-09-21,112491,172423,65%,AIMC
2020-10-02,264938,791059,33%,AIMT
2020-10-01,239485,505236,47%,AIMT
2020-09-30,450051,830936,54%,AIMT
2020-09-29,243039,485055,50%,AIMT
2020-09-28,125352,299022,42%,AIMT
2020-09-25,284549,566951,50%,AIMT
2020-09-24,445393,754542,59%,AIMT
2020-09-23,694385,1403467,49%,AIMT
2020-09-22,325899,600808,54%,AIMT
2020-09-21,224847,672256,33%,AIMT
2020-10-02,17935,29623,61%,AIN
2020-10-01,39712,76287,52%,AIN
2020-09-30,30352,56807,53%,AIN
2020-09-29,26685,56324,47%,AIN
2020-09-28,25577,44048,58%,AIN
2020-09-25,17644,33852,52%,AIN
2020-09-24,52870,94782,56%,AIN
2020-09-23,78369,124876,63%,AIN
2020-09-22,42097,108369,39%,AIN
2020-09-21,98790,252662,39%,AIN
2020-10-02,60304,192051,31%,AINV
2020-10-01,57319,169731,34%,AINV
2020-09-30,155266,214217,72%,AINV
2020-09-29,111163,182124,61%,AINV
2020-09-28,97510,253120,39%,AINV
2020-09-25,135028,240288,56%,AINV
2020-09-24,153665,368106,42%,AINV
2020-09-23,136049,306282,44%,AINV
2020-09-22,146683,283949,52%,AINV
2020-09-21,125281,215275,58%,AINV
2020-10-02,58056,115922,50%,AIO
2020-10-01,69275,89720,77%,AIO
2020-09-30,15656,45488,34%,AIO
2020-09-29,27788,58142,48%,AIO
2020-09-28,40656,72671,56%,AIO
2020-09-25,123415,209593,59%,AIO
2020-09-24,30908,94508,33%,AIO
2020-09-23,41139,92072,45%,AIO
2020-09-22,42458,92068,46%,AIO
2020-09-21,31036,69022,45%,AIO
2020-10-02,24186,66765,36%,AIR
2020-10-01,45200,92810,49%,AIR
2020-09-30,104561,162750,64%,AIR
2020-09-29,45043,95163,47%,AIR
2020-09-28,73426,179446,41%,AIR
2020-09-25,259743,478442,54%,AIR
2020-09-24,103664,182381,57%,AIR
2020-09-23,68407,157075,44%,AIR
2020-09-22,56777,146423,39%,AIR
2020-09-21,86568,160286,54%,AIR
