Date,Short Volume,Total Volume,Percent,Ticker
2020-09-28,330519,537072,62%,PD
2020-09-25,180950,314856,57%,PD
2020-09-24,307318,525549,58%,PD
2020-09-23,460131,759021,61%,PD
2020-09-22,526905,766216,69%,PD
2020-09-21,1088126,1557091,70%,PD
2020-10-02,231446,464354,50%,PDCE
2020-10-01,446016,778719,57%,PDCE
2020-09-30,405009,916890,44%,PDCE
2020-09-29,307265,573376,54%,PDCE
2020-09-28,242251,549065,44%,PDCE
2020-09-25,318213,760608,42%,PDCE
2020-09-24,220976,538588,41%,PDCE
2020-09-23,222445,577369,39%,PDCE
2020-09-22,218860,519193,42%,PDCE
2020-09-21,209567,419514,50%,PDCE
2020-10-02,167953,267870,63%,PDCO
2020-10-01,305676,449918,68%,PDCO
2020-09-30,192667,341980,56%,PDCO
2020-09-29,135722,219695,62%,PDCO
2020-09-28,191771,277101,69%,PDCO
2020-09-25,164486,266688,62%,PDCO
2020-09-24,1407408,1847892,76%,PDCO
2020-09-23,914238,1169870,78%,PDCO
2020-09-22,401034,563997,71%,PDCO
2020-09-21,957438,1254633,76%,PDCO
2020-10-02,815928,2689069,30%,PDD
2020-10-01,638931,1207348,53%,PDD
2020-09-30,1341573,2764985,49%,PDD
2020-09-29,1420172,2797686,51%,PDD
2020-09-28,1468066,3002397,49%,PDD
2020-09-25,726875,2418621,30%,PDD
2020-09-24,2803411,6768830,41%,PDD
2020-09-23,1071048,2469530,43%,PDD
2020-09-22,565163,1774445,32%,PDD
2020-09-21,1178774,2533796,47%,PDD
2020-10-02,4557,7594,60%,PDEX
2020-10-01,4346,41199,11%,PDEX
2020-09-30,1062,4362,24%,PDEX
2020-09-29,6184,11114,56%,PDEX
2020-09-28,3568,6112,58%,PDEX
2020-09-25,8590,17892,48%,PDEX
2020-09-24,15371,27543,56%,PDEX
2020-09-23,9867,16308,61%,PDEX
2020-09-22,19422,48322,40%,PDEX
2020-09-21,4101,8515,48%,PDEX
2020-10-02,36315,52444,69%,PDFS
2020-10-01,22020,48078,46%,PDFS
2020-09-30,28727,72253,40%,PDFS
2020-09-29,16733,65011,26%,PDFS
2020-09-28,12138,25124,48%,PDFS
2020-09-25,15115,30243,50%,PDFS
2020-09-24,13087,21561,61%,PDFS
2020-09-23,23875,37635,63%,PDFS
2020-09-22,21301,31755,67%,PDFS
2020-09-21,16851,28483,59%,PDFS
2020-10-02,95861,225844,42%,PDI
2020-10-01,89454,171296,52%,PDI
2020-09-30,145263,307462,47%,PDI
2020-09-29,107180,229864,47%,PDI
2020-09-28,59510,189570,31%,PDI
2020-09-25,66518,135687,49%,PDI
2020-09-24,66709,197473,34%,PDI
2020-09-23,66832,183565,36%,PDI
2020-09-22,93129,205000,45%,PDI
2020-09-21,140724,299650,47%,PDI
2020-10-02,1416,3596,39%,PDLB
2020-10-01,1848,4210,44%,PDLB
2020-09-30,157,157,100%,PDLB
2020-09-29,672,1126,60%,PDLB
2020-09-28,292,1005,29%,PDLB
2020-09-25,810,1838,44%,PDLB
2020-09-24,177,186,95%,PDLB
2020-09-23,499,691,72%,PDLB
2020-09-22,91,217,42%,PDLB
2020-09-21,126,137,92%,PDLB
2020-10-02,506517,1312817,39%,PDLI
2020-10-01,225720,395099,57%,PDLI
2020-09-30,422533,668331,63%,PDLI
2020-09-29,81331,138278,59%,PDLI
2020-09-28,72928,161163,45%,PDLI
2020-09-25,179557,297539,60%,PDLI
2020-09-24,247338,349166,71%,PDLI
2020-09-23,276415,358580,77%,PDLI
2020-09-22,147651,237308,62%,PDLI
2020-09-21,200135,268631,75%,PDLI
2020-10-02,130965,222521,59%,PDM
2020-10-01,128058,336053,38%,PDM
2020-09-30,184705,657727,28%,PDM
2020-09-29,115497,255409,45%,PDM
2020-09-28,49860,245491,20%,PDM
2020-09-25,162512,377579,43%,PDM
2020-09-24,77159,256609,30%,PDM
2020-09-23,126108,255973,49%,PDM
2020-09-22,169767,417221,41%,PDM
2020-09-21,143453,297356,48%,PDM
2020-10-02,60341,367609,16%,PDS
2020-10-01,39054,192527,20%,PDS
2020-09-30,118350,353925,33%,PDS
2020-09-29,86911,177033,49%,PDS
2020-09-28,31931,90642,35%,PDS
2020-09-25,51564,111801,46%,PDS
2020-09-24,190564,270910,70%,PDS
2020-09-23,40024,99471,40%,PDS
2020-09-22,65782,101955,65%,PDS
2020-09-21,184256,337627,55%,PDS
2020-10-02,56266,95816,59%,PDT
2020-10-01,40312,74980,54%,PDT
2020-09-30,70509,190571,37%,PDT
2020-09-29,32317,74825,43%,PDT
2020-09-28,17230,56413,31%,PDT
2020-09-25,28725,76938,37%,PDT
2020-09-24,38545,82794,47%,PDT
2020-09-23,27649,58629,47%,PDT
2020-09-22,35989,91123,39%,PDT
2020-09-21,42782,105761,40%,PDT
2020-10-02,3449894,6183987,56%,PE
2020-10-01,2512507,3563761,71%,PE
2020-09-30,3222451,5715740,56%,PE
2020-09-29,2341332,3862881,61%,PE
2020-09-28,2856945,5635994,51%,PE
2020-09-25,1837459,3969637,46%,PE
2020-09-24,3350971,5774691,58%,PE
2020-09-23,2344425,3940412,59%,PE
2020-09-22,1750744,3027667,58%,PE
2020-09-21,3504364,5624471,62%,PE
2020-10-02,593946,1056751,56%,PEAK
2020-10-01,419468,700181,60%,PEAK
2020-09-30,395413,1384732,29%,PEAK
2020-09-29,322364,1238802,26%,PEAK
2020-09-28,343019,791843,43%,PEAK
2020-09-25,442920,761866,58%,PEAK
2020-09-24,549634,1262837,44%,PEAK
2020-09-23,451349,968149,47%,PEAK
2020-09-22,2187684,2965800,74%,PEAK
2020-09-21,930868,2005025,46%,PEAK
2020-10-02,402674,590109,68%,PEB
2020-10-01,277418,417217,66%,PEB
2020-09-30,490891,755367,65%,PEB
2020-09-29,357206,698927,51%,PEB
2020-09-28,313860,436489,72%,PEB
2020-09-25,381940,595711,64%,PEB
2020-09-24,651433,764939,85%,PEB
2020-09-23,1730332,1899540,91%,PEB
2020-09-22,769519,1286039,60%,PEB
2020-09-21,745020,1081619,69%,PEB
2020-10-02,442,1479,30%,PEBK
2020-10-01,755,2212,34%,PEBK
2020-09-30,2,245,1%,PEBK
2020-09-29,632,1139,55%,PEBK
2020-09-28,717,1239,58%,PEBK
2020-09-25,156,1266,12%,PEBK
2020-09-24,942,4807,20%,PEBK
2020-09-23,1154,3474,33%,PEBK
2020-09-22,2139,4800,45%,PEBK
2020-09-21,2003,2718,74%,PEBK
2020-10-02,2701,13978,19%,PEBO
2020-10-01,13212,22289,59%,PEBO
2020-09-30,7011,16938,41%,PEBO
2020-09-29,10165,16356,62%,PEBO
2020-09-28,8423,24819,34%,PEBO
2020-09-25,10134,31059,33%,PEBO
2020-09-24,7890,23463,34%,PEBO
2020-09-23,13788,19831,70%,PEBO
2020-09-22,19767,27271,72%,PEBO
2020-09-21,22001,38831,57%,PEBO
2020-10-02,320954,624814,51%,PECK
2020-10-01,302176,669844,45%,PECK
2020-09-30,3650613,6687256,55%,PECK
2020-09-29,789150,1912087,41%,PECK
2020-09-28,4803954,8884562,54%,PECK
2020-09-25,1085430,3080134,35%,PECK
2020-09-24,9598543,17502476,55%,PECK
2020-09-23,1052748,2149015,49%,PECK
2020-09-22,2906,14997,19%,PECK
2020-09-21,48918,78723,62%,PECK
2020-10-02,124265,286481,43%,PED
2020-10-01,37962,137884,28%,PED
2020-09-30,317855,640098,50%,PED
2020-09-29,6941192,11734562,59%,PED
2020-09-28,182332,277706,66%,PED
2020-09-25,39047,83365,47%,PED
2020-09-24,26766,51351,52%,PED
2020-09-23,57338,127054,45%,PED
2020-09-22,51891,99920,52%,PED
2020-09-21,39536,109015,36%,PED
2020-10-02,746305,1792492,42%,PEG
2020-10-01,405564,718397,56%,PEG
2020-09-30,472276,801633,59%,PEG
2020-09-29,390390,617773,63%,PEG
2020-09-28,284392,530859,54%,PEG
2020-09-25,492282,692092,71%,PEG
2020-09-24,820252,1126890,73%,PEG
2020-09-23,303632,549887,55%,PEG
2020-09-22,489355,699180,70%,PEG
2020-09-21,372241,517283,72%,PEG
2020-10-02,34875,55347,63%,PEGA
2020-10-01,33364,87821,38%,PEGA
2020-09-30,48047,111809,43%,PEGA
2020-09-29,42232,135637,31%,PEGA
2020-09-28,29119,66784,44%,PEGA
2020-09-25,64821,95746,68%,PEGA
2020-09-24,45440,79819,57%,PEGA
2020-09-23,53479,100874,53%,PEGA
2020-09-22,24717,79888,31%,PEGA
2020-09-21,35039,57585,61%,PEGA
2020-10-02,2283489,3951177,58%,PEIX
2020-10-01,2390138,4403811,54%,PEIX
2020-09-30,2975497,5138794,58%,PEIX
2020-09-29,4447823,8225971,54%,PEIX
2020-09-28,1440357,2918958,49%,PEIX
2020-09-25,2111294,4140982,51%,PEIX
2020-09-24,2977404,5547144,54%,PEIX
2020-09-23,3573586,5983034,60%,PEIX
2020-09-22,5079997,8080511,63%,PEIX
2020-09-21,4220694,7088713,60%,PEIX
2020-10-02,164677,204496,81%,PEN
2020-10-01,109539,132879,82%,PEN
2020-09-30,142806,165714,86%,PEN
2020-09-29,127697,176798,72%,PEN
2020-09-28,168949,209129,81%,PEN
2020-09-25,66218,109701,60%,PEN
2020-09-24,105489,143317,74%,PEN
2020-09-23,64162,121180,53%,PEN
2020-09-22,34083,71113,48%,PEN
2020-09-21,95742,166442,58%,PEN
2020-10-02,2214336,3854702,57%,PENN
2020-10-01,3149977,5451930,58%,PENN
2020-09-30,4364689,8324941,52%,PENN
2020-09-29,3993761,6299079,63%,PENN
2020-09-28,3436514,6057064,57%,PENN
2020-09-25,7587434,18124596,42%,PENN
2020-09-24,6549429,10613060,62%,PENN
2020-09-23,2327842,3698197,63%,PENN
2020-09-22,3408125,5708662,60%,PENN
2020-09-21,2994936,5144994,58%,PENN
2020-10-02,7739,20202,38%,PEO
2020-10-01,42974,140478,31%,PEO
2020-09-30,15556,49437,31%,PEO
2020-09-29,18063,40966,44%,PEO
2020-09-28,14395,42617,34%,PEO
2020-09-25,12853,32052,40%,PEO
2020-09-24,12671,42582,30%,PEO
2020-09-23,24506,74107,33%,PEO
2020-09-22,16893,23793,71%,PEO
2020-09-21,20304,46951,43%,PEO
2020-10-02,1073931,2094569,51%,PEP
2020-10-01,1665632,2867175,58%,PEP
2020-09-30,1265903,2314808,55%,PEP
2020-09-29,1175970,1814313,65%,PEP
2020-09-28,1585230,2639056,60%,PEP
2020-09-25,809317,1688531,48%,PEP
2020-09-24,826729,1851192,45%,PEP
2020-09-23,908100,1594719,57%,PEP
2020-09-22,697442,1541859,45%,PEP
2020-09-21,741818,1544300,48%,PEP
2020-10-02,19110,66873,29%,PERI
2020-10-01,42022,139938,30%,PERI
2020-09-30,174203,400492,43%,PERI
2020-09-29,19577,79763,25%,PERI
2020-09-28,12272,43584,28%,PERI
2020-09-25,34622,60997,57%,PERI
2020-09-24,49446,101687,49%,PERI
2020-09-23,153136,382699,40%,PERI
2020-09-22,16200,35298,46%,PERI
2020-09-21,16112,55898,29%,PERI
2020-10-02,1955,3505,56%,PESI
2020-10-01,727,1050,69%,PESI
2020-09-30,330,821,40%,PESI
2020-09-29,421,788,53%,PESI
2020-09-28,754,1727,44%,PESI
2020-09-25,950,2487,38%,PESI
2020-09-24,6699,7949,84%,PESI
2020-09-23,209,2014,10%,PESI
2020-09-22,1172,1376,85%,PESI
2020-09-21,369,1890,20%,PESI
2020-10-02,38497,105550,36%,PETQ
2020-10-01,38548,87388,44%,PETQ
2020-09-30,34785,80107,43%,PETQ
2020-09-29,45906,96198,48%,PETQ
2020-09-28,75421,93004,81%,PETQ
2020-09-25,68327,99786,68%,PETQ
2020-09-24,57609,101863,57%,PETQ
2020-09-23,87648,159778,55%,PETQ
2020-09-22,43259,127503,34%,PETQ
2020-09-21,57575,131593,44%,PETQ
2020-10-02,121049,186436,65%,PETS
2020-10-01,137538,199993,69%,PETS
2020-09-30,54157,99816,54%,PETS
2020-09-29,64961,118960,55%,PETS
2020-09-28,89575,141711,63%,PETS
2020-09-25,90672,124701,73%,PETS
2020-09-24,99440,165061,60%,PETS
2020-09-23,130647,192606,68%,PETS
2020-09-22,116947,243617,48%,PETS
2020-09-21,147686,342435,43%,PETS
2020-10-02,41,434,9%,PETZ
2020-10-01,7802,12136,64%,PETZ
2020-09-30,13004,34172,38%,PETZ
2020-09-29,33431,54618,61%,PETZ
2020-09-28,2163,3199,68%,PETZ
2020-09-25,253,1265,20%,PETZ
2020-09-24,3383,8110,42%,PETZ
2020-09-23,401,2988,13%,PETZ
2020-09-22,5,208,2%,PETZ
2020-09-21,621,1585,39%,PETZ
2020-10-02,7314,15477,47%,PFBC
2020-10-01,8739,22592,39%,PFBC
2020-09-30,6057,18828,32%,PFBC
2020-09-29,8037,13417,60%,PFBC
2020-09-28,11409,18059,63%,PFBC
2020-09-25,7113,14564,49%,PFBC
2020-09-24,8457,11176,76%,PFBC
2020-09-23,18225,32173,57%,PFBC
2020-09-22,21882,26142,84%,PFBC
2020-09-21,21854,35059,62%,PFBC
2020-10-02,3355,4162,81%,PFBI
2020-10-01,10904,20979,52%,PFBI
2020-09-30,6126,8198,75%,PFBI
2020-09-29,9322,11642,80%,PFBI
2020-09-28,3863,11211,34%,PFBI
2020-09-25,5696,20809,27%,PFBI
2020-09-24,3093,5153,60%,PFBI
2020-09-23,7068,10669,66%,PFBI
2020-09-22,15492,19388,80%,PFBI
2020-09-21,11305,16341,69%,PFBI
2020-10-02,14717,40012,37%,PFC
2020-10-01,20596,34113,60%,PFC
2020-09-30,14656,43560,34%,PFC
2020-09-29,13385,26940,50%,PFC
2020-09-28,23663,37464,63%,PFC
2020-09-25,15496,58127,27%,PFC
2020-09-24,9947,36787,27%,PFC
2020-09-23,29347,58138,50%,PFC
2020-09-22,21342,60608,35%,PFC
2020-09-21,31237,57944,54%,PFC
2020-10-02,12347,24525,50%,PFD
2020-10-01,13808,31537,44%,PFD
2020-09-30,7061,14983,47%,PFD
2020-09-29,9101,9665,94%,PFD
2020-09-28,27375,41263,66%,PFD
2020-09-25,9274,16334,57%,PFD
2020-09-24,12964,21054,62%,PFD
2020-09-23,5241,14041,37%,PFD
2020-09-22,7706,22789,34%,PFD
2020-09-21,3689,16259,23%,PFD
2020-10-02,3193753,8277722,39%,PFE
2020-10-01,4415534,9657688,46%,PFE
2020-09-30,3536389,8301567,43%,PFE
2020-09-29,2118069,6430371,33%,PFE
2020-09-28,2650701,6579895,40%,PFE
2020-09-25,2586934,6262646,41%,PFE
2020-09-24,3065447,10196996,30%,PFE
2020-09-23,4296893,11127306,39%,PFE
2020-09-22,3576692,10642520,34%,PFE
2020-09-21,4387499,11685464,38%,PFE
2020-10-02,178876,274623,65%,PFG
2020-10-01,250276,354461,71%,PFG
2020-09-30,259222,444682,58%,PFG
2020-09-29,325013,489081,66%,PFG
2020-09-28,275144,475417,58%,PFG
2020-09-25,191337,347933,55%,PFG
2020-09-24,219120,428670,51%,PFG
2020-09-23,167566,411812,41%,PFG
2020-09-22,197726,353511,56%,PFG
2020-09-21,228561,460467,50%,PFG
2020-10-02,125348,240669,52%,PFGC
2020-10-01,101995,280755,36%,PFGC
2020-09-30,123079,458224,27%,PFGC
2020-09-29,208942,363784,57%,PFGC
2020-09-28,97542,180892,54%,PFGC
2020-09-25,114700,500814,23%,PFGC
2020-09-24,211783,664178,32%,PFGC
2020-09-23,126305,304257,42%,PFGC
2020-09-22,159865,353763,45%,PFGC
2020-09-21,269923,614692,44%,PFGC
2020-10-02,1826,4407,41%,PFHD
2020-10-01,4183,11109,38%,PFHD
2020-09-30,4159,10368,40%,PFHD
2020-09-29,3418,4615,74%,PFHD
2020-09-28,9196,13252,69%,PFHD
2020-09-25,9164,15265,60%,PFHD
2020-09-24,10119,22816,44%,PFHD
2020-09-23,5420,23447,23%,PFHD
2020-09-22,13877,23852,58%,PFHD
2020-09-21,11155,18618,60%,PFHD
2020-10-02,954,2455,39%,PFIS
2020-10-01,1233,2899,43%,PFIS
2020-09-30,1365,1656,82%,PFIS
2020-09-29,298,1289,23%,PFIS
2020-09-28,2371,4762,50%,PFIS
2020-09-25,1353,2965,46%,PFIS
2020-09-24,1803,2839,64%,PFIS
2020-09-23,1502,3126,48%,PFIS
2020-09-22,3663,4749,77%,PFIS
2020-09-21,1576,2908,54%,PFIS
2020-10-02,36120,71022,51%,PFL
2020-10-01,31272,74100,42%,PFL
2020-09-30,11366,55093,21%,PFL
2020-09-29,18078,58013,31%,PFL
2020-09-28,18947,70588,27%,PFL
2020-09-25,17505,37540,47%,PFL
2020-09-24,34824,88656,39%,PFL
2020-09-23,74864,203532,37%,PFL
2020-09-22,25911,49735,52%,PFL
2020-09-21,70038,168300,42%,PFL
2020-10-02,35167,64772,54%,PFLT
2020-10-01,39234,72703,54%,PFLT
2020-09-30,41724,69352,60%,PFLT
2020-09-29,56384,99041,57%,PFLT
2020-09-28,59848,109658,55%,PFLT
2020-09-25,69480,165461,42%,PFLT
2020-09-24,68838,131525,52%,PFLT
2020-09-23,56699,96447,59%,PFLT
2020-09-22,22442,46589,48%,PFLT
2020-09-21,76561,142161,54%,PFLT
2020-10-02,32810,66668,49%,PFMT
2020-10-01,24883,54505,46%,PFMT
2020-09-30,87323,185393,47%,PFMT
2020-09-29,228855,498172,46%,PFMT
2020-09-28,723690,1324804,55%,PFMT
2020-09-25,17311,39870,43%,PFMT
2020-09-24,926,8282,11%,PFMT
2020-09-23,22117,48049,46%,PFMT
2020-09-22,10932,20742,53%,PFMT
2020-09-21,23590,63000,37%,PFMT
2020-10-02,113805,217102,52%,PFN
2020-10-01,63035,116794,54%,PFN
2020-09-30,53157,127477,42%,PFN
2020-09-29,46966,114768,41%,PFN
2020-09-28,121221,194282,62%,PFN
2020-09-25,89449,145975,61%,PFN
2020-09-24,72903,166306,44%,PFN
2020-09-23,110656,154389,72%,PFN
2020-09-22,85175,149521,57%,PFN
2020-09-21,145733,307541,47%,PFN
2020-09-30,85417,765307,11%,PFNX
2020-09-29,614911,1440320,43%,PFNX
2020-09-28,108521,961620,11%,PFNX
2020-09-25,70387,286177,25%,PFNX
2020-09-24,90213,1032011,9%,PFNX
2020-09-23,109940,401282,27%,PFNX
2020-09-22,76152,399843,19%,PFNX
2020-09-21,126919,330292,38%,PFNX
2020-09-18,61692,1143081,5%,PFNX
2020-09-17,34020,84594,40%,PFNX
2020-10-02,5379,9484,57%,PFO
2020-10-01,4632,10738,43%,PFO
2020-09-30,5649,17422,32%,PFO
2020-09-29,2076,4572,45%,PFO
2020-09-28,1077,4068,26%,PFO
2020-09-25,5670,8130,70%,PFO
2020-09-24,13915,33309,42%,PFO
2020-09-23,6962,11938,58%,PFO
2020-09-22,6296,12194,52%,PFO
2020-09-21,4979,10512,47%,PFO
2020-10-02,99497,302310,33%,PFPT
2020-10-01,71841,252708,28%,PFPT
2020-09-30,112343,202185,56%,PFPT
2020-09-29,78126,126870,62%,PFPT
2020-09-28,79369,166058,48%,PFPT
2020-09-25,63335,159069,40%,PFPT
2020-09-24,82970,221826,37%,PFPT
2020-09-23,113162,199163,57%,PFPT
2020-09-22,108844,181145,60%,PFPT
2020-09-21,148484,226741,65%,PFPT
2020-10-02,51558,93339,55%,PFS
2020-10-01,51290,87243,59%,PFS
2020-09-30,55028,87333,63%,PFS
2020-09-29,30021,55317,54%,PFS
2020-09-28,47175,107432,44%,PFS
2020-09-25,31026,60776,51%,PFS
2020-09-24,62442,94876,66%,PFS
2020-09-23,68099,114671,59%,PFS
2020-09-22,96422,135806,71%,PFS
2020-09-21,142597,199051,72%,PFS
2020-10-02,133377,243810,55%,PFSI
2020-10-01,70196,238145,29%,PFSI
2020-09-30,124840,278295,45%,PFSI
2020-09-29,66941,114415,59%,PFSI
2020-09-28,164940,356868,46%,PFSI
2020-09-25,74366,138168,54%,PFSI
2020-09-24,101280,244055,41%,PFSI
2020-09-23,139280,275311,51%,PFSI
2020-09-22,78731,244669,32%,PFSI
2020-09-21,96288,295480,33%,PFSI
2020-10-02,13645,32561,42%,PFSW
2020-10-01,18197,117378,16%,PFSW
2020-09-30,25300,41643,61%,PFSW
2020-09-29,17043,212116,8%,PFSW
2020-09-28,9074,16468,55%,PFSW
2020-09-25,15482,58381,27%,PFSW
2020-09-24,22512,50606,44%,PFSW
2020-09-23,10736,30020,36%,PFSW
2020-09-22,10551,18217,58%,PFSW
2020-09-21,14910,24261,61%,PFSW
2020-10-02,910873,2123145,43%,PG
2020-10-01,939233,1964033,48%,PG
2020-09-30,1021350,3417688,30%,PG
2020-09-29,670602,1963359,34%,PG
2020-09-28,980534,2159722,45%,PG
2020-09-25,1043272,1965858,53%,PG
2020-09-24,904976,2181334,41%,PG
2020-09-23,993341,2058366,48%,PG
2020-09-22,998851,1763711,57%,PG
2020-09-21,1104231,2184828,51%,PG
2020-10-02,4669,11542,40%,PGC
2020-10-01,7627,16633,46%,PGC
2020-09-30,4437,12386,36%,PGC
2020-09-29,8976,42306,21%,PGC
2020-09-28,33040,52124,63%,PGC
2020-09-25,35227,50600,70%,PGC
2020-09-24,28345,49220,58%,PGC
2020-09-23,16196,34142,47%,PGC
2020-09-22,15296,23789,64%,PGC
2020-09-21,21599,34056,63%,PGC
2020-10-02,192021,470870,41%,PGEN
2020-10-01,260512,777871,33%,PGEN
2020-09-30,254136,585780,43%,PGEN
2020-09-29,126309,320518,39%,PGEN
2020-09-28,211042,440729,48%,PGEN
2020-09-25,225089,614987,37%,PGEN
2020-09-24,192519,550207,35%,PGEN
2020-09-23,245489,660891,37%,PGEN
2020-09-22,149746,397851,38%,PGEN
2020-09-21,330145,804837,41%,PGEN
2020-10-02,162360,280023,58%,PGNY
2020-10-01,210831,359081,59%,PGNY
2020-09-30,97792,185662,53%,PGNY
2020-09-29,160013,314619,51%,PGNY
2020-09-28,120736,186431,65%,PGNY
2020-09-25,143197,257115,56%,PGNY
2020-09-24,127016,238800,53%,PGNY
2020-09-23,203388,369268,55%,PGNY
2020-09-22,162089,252113,64%,PGNY
2020-09-21,206857,317151,65%,PGNY
2020-10-02,29855,62458,48%,PGP
2020-10-01,13619,19775,69%,PGP
2020-09-30,8927,29462,30%,PGP
2020-09-29,10176,26035,39%,PGP
2020-09-28,15829,45019,35%,PGP
2020-09-25,25880,60412,43%,PGP
2020-09-24,18709,31985,58%,PGP
2020-09-23,7119,19752,36%,PGP
2020-09-22,15702,26136,60%,PGP
2020-09-21,15155,39669,38%,PGP
2020-10-02,282112,614232,46%,PGR
2020-10-01,350324,723468,48%,PGR
2020-09-30,311824,1097750,28%,PGR
2020-09-29,351482,675345,52%,PGR
2020-09-28,261920,568209,46%,PGR
2020-09-25,153677,535497,29%,PGR
2020-09-24,309856,668837,46%,PGR
2020-09-23,511786,1085365,47%,PGR
2020-09-22,655672,1168386,56%,PGR
2020-09-21,464703,870827,53%,PGR
2020-10-02,344676,527483,65%,PGRE
2020-10-01,500805,736566,68%,PGRE
2020-09-30,478206,672310,71%,PGRE
2020-09-29,555973,823509,68%,PGRE
2020-09-28,446745,1062874,42%,PGRE
2020-09-25,455976,573988,79%,PGRE
2020-09-24,691282,961015,72%,PGRE
2020-09-23,1121187,1672124,67%,PGRE
2020-09-22,753622,1099873,69%,PGRE
2020-09-21,1065942,1459016,73%,PGRE
2020-10-02,63891,113007,57%,PGTI
2020-10-01,45717,61503,74%,PGTI
2020-09-30,50134,80847,62%,PGTI
2020-09-29,29162,46800,62%,PGTI
2020-09-28,30585,70376,43%,PGTI
2020-09-25,58447,78614,74%,PGTI
2020-09-24,31403,53680,59%,PGTI
2020-09-23,42775,73867,58%,PGTI
2020-09-22,47735,75186,63%,PGTI
2020-09-21,70638,109049,65%,PGTI
2020-10-02,26966,54353,50%,PGZ
2020-10-01,12101,34289,35%,PGZ
2020-09-30,9601,17787,54%,PGZ
2020-09-29,16495,52138,32%,PGZ
2020-09-28,13373,81342,16%,PGZ
2020-09-25,9947,18184,55%,PGZ
2020-09-24,5693,13775,41%,PGZ
2020-09-23,1851,13789,13%,PGZ
2020-09-22,10871,27230,40%,PGZ
2020-09-21,17752,29454,60%,PGZ
2020-10-02,143726,328854,44%,PH
2020-10-01,133269,240452,55%,PH
2020-09-30,110155,219477,50%,PH
2020-09-29,84893,149164,57%,PH
2020-09-28,78873,203855,39%,PH
2020-09-25,128552,194773,66%,PH
2020-09-24,83410,235709,35%,PH
2020-09-23,105899,217341,49%,PH
2020-09-22,89307,214577,42%,PH
2020-09-21,128854,470597,27%,PH
2020-10-02,21902,66001,33%,PHAS
2020-10-01,32778,73138,45%,PHAS
2020-09-30,33121,64060,52%,PHAS
2020-09-29,30807,64327,48%,PHAS
2020-09-28,47321,74924,63%,PHAS
2020-09-25,18279,55615,33%,PHAS
2020-09-24,125604,208337,60%,PHAS
2020-09-23,54062,91013,59%,PHAS
2020-09-22,39877,69659,57%,PHAS
2020-09-21,92516,163199,57%,PHAS
2020-10-02,21952,29057,76%,PHAT
2020-10-01,7611,55356,14%,PHAT
2020-09-30,8680,11259,77%,PHAT
2020-09-29,6010,7048,85%,PHAT
2020-09-28,11062,15336,72%,PHAT
2020-09-25,5622,9253,61%,PHAT
2020-09-24,5850,11986,49%,PHAT
2020-09-23,15003,20658,73%,PHAT
2020-09-22,11996,15518,77%,PHAT
2020-09-21,10031,16696,60%,PHAT
2020-10-02,16656,46823,36%,PHD
2020-10-01,47281,72125,66%,PHD
2020-09-30,35066,119910,29%,PHD
2020-09-29,15703,47145,33%,PHD
2020-09-28,7545,26220,29%,PHD
2020-09-25,5350,40090,13%,PHD
2020-09-24,2276,22506,10%,PHD
2020-09-23,5891,36397,16%,PHD
2020-09-22,25800,35693,72%,PHD
2020-09-21,12383,39107,32%,PHD
2020-10-02,67251,415763,16%,PHG
2020-10-01,68922,111393,62%,PHG
2020-09-30,93462,226381,41%,PHG
2020-09-29,135900,207694,65%,PHG
2020-09-28,70889,163121,43%,PHG
2020-09-25,39763,165198,24%,PHG
2020-09-24,46071,198453,23%,PHG
2020-09-23,30372,107330,28%,PHG
2020-09-22,43537,130568,33%,PHG
2020-09-21,93235,174113,54%,PHG
2020-10-02,206,406,51%,PHGE
2020-10-01,218,1006,22%,PHGE
2020-09-30,2458,5751,43%,PHGE
2020-09-29,864,1220,71%,PHGE
2020-09-28,963,1073,90%,PHGE
2020-09-25,1335,1361,98%,PHGE
2020-09-24,138,364,38%,PHGE
2020-09-23,909,3474,26%,PHGE
2020-09-22,306,2516,12%,PHGE
2020-09-21,691,2930,24%,PHGE
2020-10-02,29442,53147,55%,PHI
2020-10-01,20283,36370,56%,PHI
2020-09-30,22152,69564,32%,PHI
2020-09-29,25972,71091,37%,PHI
2020-09-28,61085,95139,64%,PHI
2020-09-25,73559,98829,74%,PHI
2020-09-24,23210,44720,52%,PHI
2020-09-23,54640,70536,77%,PHI
2020-09-22,20341,42743,48%,PHI
2020-09-21,31148,61966,50%,PHI
2020-10-02,261851,389038,67%,PHK
2020-10-01,161977,276861,59%,PHK
2020-09-30,148785,247346,60%,PHK
2020-09-29,197265,302297,65%,PHK
2020-09-28,152319,281120,54%,PHK
2020-09-25,249222,435712,57%,PHK
2020-09-24,148783,263649,56%,PHK
2020-09-23,162386,286448,57%,PHK
2020-09-22,118435,308996,38%,PHK
2020-09-21,205235,390405,53%,PHK
2020-10-02,299239,650818,46%,PHM
2020-10-01,382027,900672,42%,PHM
2020-09-30,405005,823145,49%,PHM
2020-09-29,406457,746379,54%,PHM
2020-09-28,168429,609392,28%,PHM
2020-09-25,161889,408321,40%,PHM
2020-09-24,339339,755144,45%,PHM
2020-09-23,284353,644746,44%,PHM
2020-09-22,322981,824734,39%,PHM
2020-09-21,468591,879770,53%,PHM
2020-10-02,76666,177182,43%,PHR
2020-10-01,237416,563624,42%,PHR
2020-09-30,277749,472651,59%,PHR
